Country Name,Country Code,Series,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Rwanda,RWA,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,0.76,..,..,..,..,0.93,..,..,..,..,1.16,..,..,..,..,1.44,..,..,..,..,1.69,..,..,..,..,1.88,..,..,..,..,2.18,..,..,..,..,2.66,..,..,..,..,3.23,..,..,..,..,3.83,..,..,..,..,4.36,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,2.88,..,..,..,..,3.07,..,..,..,..,3.22,..,..,..,..,3.73,..,..,..,..,4.26,..,..,..,..,5.17,..,..,..,..,5.84,..,..,..,..,6.34,..,..,..,..,7.08,..,..,..,..,7.69,..,..,..,..,8.53,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Senegal,SEN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.85,..,..,..,..,2.01,..,..,..,..,2.29,..,..,..,..,2.45,..,..,..,..,2.49,..,..,..,..,2.43,..,..,..,..,2.33,..,..,..,..,2.2,..,..,..,..,1.92,..,..,..,..,1.57,..,..,..,..,2.74,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Serbia,SRB,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,4.97,..,..,..,..,5.27,..,..,..,..,5.81,..,..,..,..,6.51,..,..,..,..,7.06,..,..,..,..,7.65,..,..,..,..,7.89,..,..,..,..,8.57,..,..,..,..,9,..,..,..,..,10.06,..,..,..,..,10.85,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,0.54,..,..,..,..,0.67,..,..,..,..,0.84,..,..,..,..,1.1,..,..,..,..,1.4,..,..,..,..,1.75,..,..,..,..,2.09,..,..,..,..,2.46,..,..,..,..,2.78,..,..,..,..,3.22,..,..,..,..,4.23,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,3.66,..,..,..,..,4.31,..,..,..,..,5.2,..,..,..,..,5.07,..,..,..,..,5.26,..,..,..,..,5.97,..,..,..,..,6.66,..,..,..,..,7.98,..,..,..,..,9.15,..,..,..,..,8.83,..,..,..,..,10.81,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,8.39,..,..,..,..,9.05,..,..,..,..,9.5,..,..,..,..,9.87,..,..,..,..,10.14,..,..,..,..,10.31,..,..,..,..,10.69,..,..,..,..,11.24,..,..,..,..,11.2,..,..,..,..,12.22,..,..,..,..,12.82,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovenia,SVN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,6.44,..,..,..,..,7.18,..,..,..,..,7.83,..,..,..,..,8.59,..,..,..,..,9.07,..,..,..,..,10.07,..,..,..,..,10.77,..,..,..,..,11.05,..,..,..,..,11.35,..,..,..,..,11.59,..,..,..,..,11.89,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,4.4,..,..,..,..,4.45,..,..,..,..,4.61,..,..,..,..,4.83,..,..,..,..,5.11,..,..,..,..,5.11,..,..,..,..,6.81,..,..,..,..,8.29,..,..,..,..,7.68,..,..,..,..,8.65,..,..,..,..,9.69,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,3.3,..,..,..,..,3.64,..,..,..,..,5.59,..,..,..,..,5.91,..,..,..,..,6.81,..,..,..,..,6.89,..,..,..,..,7.02,..,..,..,..,8.11,..,..,..,..,8.93,..,..,..,..,10.12,..,..,..,..,10.27,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sri Lanka,LKA,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,4.67,..,..,..,..,5.12,..,..,..,..,6.38,..,..,..,..,6.72,..,..,..,..,6.96,..,..,..,..,7.62,..,..,..,..,8.51,..,..,..,..,9.35,..,..,..,..,10.24,..,..,..,..,10.31,..,..,..,..,10.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,0.49,..,..,..,..,0.6,..,..,..,..,0.73,..,..,..,..,0.96,..,..,..,..,1.27,..,..,..,..,1.71,..,..,..,..,2.15,..,..,..,..,2.52,..,..,..,..,2.82,..,..,..,..,3.15,..,..,..,..,3.21,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,7.25,..,..,..,..,7.62,..,..,..,..,8.45,..,..,..,..,9.24,..,..,..,..,9.86,..,..,..,..,10.2,..,..,..,..,10.58,..,..,..,..,11.18,..,..,..,..,11.38,..,..,..,..,11.81,..,..,..,..,11.64,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,7.57,..,..,..,..,8.13,..,..,..,..,9.72,..,..,..,..,10.34,..,..,..,..,11.06,..,..,..,..,10.31,..,..,..,..,10.01,..,..,..,..,9.83,..,..,..,..,9.78,..,..,..,..,10.55,..,..,..,..,13.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Syrian Arab Republic,SYR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.37,..,..,..,..,1.72,..,..,..,..,2.04,..,..,..,..,2.7,..,..,..,..,3.36,..,..,..,..,4.07,..,..,..,..,4.47,..,..,..,..,4.56,..,..,..,..,4.58,..,..,..,..,5.9,..,..,..,..,6.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,4.99,..,..,..,..,5.51,..,..,..,..,6.67,..,..,..,..,7.68,..,..,..,..,8.7,..,..,..,..,9.44,..,..,..,..,9.92,..,..,..,..,10.47,..,..,..,..,10.63,..,..,..,..,10.38,..,..,..,..,10.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tanzania,TZA,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.69,..,..,..,..,1.87,..,..,..,..,2.27,..,..,..,..,2.56,..,..,..,..,3.24,..,..,..,..,3.67,..,..,..,..,4.09,..,..,..,..,4.38,..,..,..,..,4.73,..,..,..,..,5.11,..,..,..,..,5.81,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Thailand,THA,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,4.19,..,..,..,..,3.73,..,..,..,..,2.51,..,..,..,..,3.01,..,..,..,..,3.64,..,..,..,..,4.15,..,..,..,..,4.85,..,..,..,..,5.5,..,..,..,..,5.65,..,..,..,..,7.03,..,..,..,..,7.99,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Timor-Leste,TLS,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Togo,TGO,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,0.49,..,..,..,..,0.6,..,..,..,..,0.85,..,..,..,..,1.82,..,..,..,..,2.8,..,..,..,..,3.42,..,..,..,..,3.99,..,..,..,..,4.31,..,..,..,..,4.75,..,..,..,..,5.16,..,..,..,..,5.49,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tonga,TON,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,6.09,..,..,..,..,6.41,..,..,..,..,7.09,..,..,..,..,7.67,..,..,..,..,8.01,..,..,..,..,7.98,..,..,..,..,8.77,..,..,..,..,9.33,..,..,..,..,9.37,..,..,..,..,9.33,..,..,..,..,10.82,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,5.63,..,..,..,..,5.96,..,..,..,..,6.4,..,..,..,..,6.93,..,..,..,..,7.48,..,..,..,..,7.98,..,..,..,..,8.46,..,..,..,..,9,..,..,..,..,9.51,..,..,..,..,10.08,..,..,..,..,10.63,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,TUN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,0.91,..,..,..,..,1.29,..,..,..,..,1.79,..,..,..,..,2.45,..,..,..,..,3.25,..,..,..,..,3.7,..,..,..,..,4.39,..,..,..,..,5.07,..,..,..,..,5.9,..,..,..,..,6.78,..,..,..,..,7.48,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkiye,TUR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.77,..,..,..,..,2.09,..,..,..,..,2.45,..,..,..,..,2.92,..,..,..,..,3.55,..,..,..,..,4.58,..,..,..,..,5.01,..,..,..,..,5.44,..,..,..,..,6.1,..,..,..,..,6.47,..,..,..,..,7.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.16,..,..,..,..,1.24,..,..,..,..,1.52,..,..,..,..,1.93,..,..,..,..,2.29,..,..,..,..,2.86,..,..,..,..,3.48,..,..,..,..,3.97,..,..,..,..,4.33,..,..,..,..,4.97,..,..,..,..,5.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,5.57,..,..,..,..,6.07,..,..,..,..,6.26,..,..,..,..,7.02,..,..,..,..,7.81,..,..,..,..,8.82,..,..,..,..,9.53,..,..,..,..,10.15,..,..,..,..,10.45,..,..,..,..,10.97,..,..,..,..,11.15,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.5,..,..,..,..,2.09,..,..,..,..,2.54,..,..,..,..,2.99,..,..,..,..,3.89,..,..,..,..,4.9,..,..,..,..,6.11,..,..,..,..,7.51,..,..,..,..,8.43,..,..,..,..,8.89,..,..,..,..,9.07,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,6.3,..,..,..,..,6.83,..,..,..,..,7.91,..,..,..,..,8.25,..,..,..,..,8.41,..,..,..,..,8.68,..,..,..,..,9.1,..,..,..,..,9.44,..,..,..,..,9.92,..,..,..,..,11.1,..,..,..,..,12.24,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,9.18,..,..,..,..,10.04,..,..,..,..,10.78,..,..,..,..,11.46,..,..,..,..,12.03,..,..,..,..,12.08,..,..,..,..,12.2,..,..,..,..,12.59,..,..,..,..,12.64,..,..,..,..,12.86,..,..,..,..,13.18,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uruguay,URY,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,4.84,..,..,..,..,5.18,..,..,..,..,5.7,..,..,..,..,6.16,..,..,..,..,6.7,..,..,..,..,7.24,..,..,..,..,7.45,..,..,..,..,7.57,..,..,..,..,8.07,..,..,..,..,7.96,..,..,..,..,8.17,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uzbekistan,UZB,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vanuatu,VUT,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,3.12,..,..,..,..,3.34,..,..,..,..,3.28,..,..,..,..,4.31,..,..,..,..,5.27,..,..,..,..,5.12,..,..,..,..,4.97,..,..,..,..,5.86,..,..,..,..,6.71,..,..,..,..,7.51,..,..,..,..,8.41,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Viet Nam,VNM,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,2.68,..,..,..,..,3.3,..,..,..,..,3.97,..,..,..,..,4.56,..,..,..,..,5.16,..,..,..,..,4.64,..,..,..,..,4.1,..,..,..,..,4.85,..,..,..,..,5.64,..,..,..,..,6.42,..,..,..,..,7.15,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,0.04,..,..,..,..,0.05,..,..,..,..,0.06,..,..,..,..,0.09,..,..,..,..,0.23,..,..,..,..,0.61,..,..,..,..,1.2,..,..,..,..,1.67,..,..,..,..,2.34,..,..,..,..,3,..,..,..,..,3.68,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,2.26,..,..,..,..,2.57,..,..,..,..,2.98,..,..,..,..,3.65,..,..,..,..,4.17,..,..,..,..,4.61,..,..,..,..,4.89,..,..,..,..,6.01,..,..,..,..,6.16,..,..,..,..,6.42,..,..,..,..,7.32,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zimbabwe,ZWE,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,2.52,..,..,..,..,2.71,..,..,..,..,3.01,..,..,..,..,3.45,..,..,..,..,3.89,..,..,..,..,4.67,..,..,..,..,5.73,..,..,..,..,6.7,..,..,..,..,7,..,..,..,..,7.47,..,..,..,..,7.61,..,..,..,..,..,..,..,..,..,..,..,..,..,..
